Id_object;Anim;Real_X;Real_Y;Width;Height
497;48;-117;-134;248;163
497;49;-117;-134;248;163
497;50;-117;-134;248;163
497;51;-117;-134;248;163
497;52;-117;-134;248;163
497;53;-117;-134;248;163
497;54;-117;-134;248;163
497;55;-117;-134;248;163
497;56;-58;-153;108;205
497;57;-58;-153;108;205
497;58;-58;-153;108;205
497;59;-58;-153;108;205
497;60;-58;-153;108;205
497;61;-58;-153;108;205
497;62;-58;-153;108;205
497;63;-58;-153;108;205
498;0;-6;-47;38;55
498;1;-6;-47;38;55
498;2;-6;-47;38;55
498;3;-7;-47;39;55
498;4;-7;-47;39;55
498;5;-7;-47;39;55
498;6;-6;-47;38;55
498;7;-7;-47;39;55
498;8;-4;-47;31;56
498;9;-4;-47;31;56
498;10;-4;-47;31;56
498;11;-4;-47;31;56
498;12;-4;-47;31;56
498;13;-4;-47;31;56
498;14;-4;-47;31;56
498;15;-4;-47;31;56
498;16;-7;-47;30;57
498;17;-7;-47;30;57
498;18;-15;-47;38;57
498;19;-7;-47;30;57
498;20;-6;-47;29;57
498;21;-6;-47;29;57
498;22;-6;-47;29;57
498;23;-15;-47;38;57
498;24;-9;-47;23;57
498;25;-20;-47;34;57
498;26;-28;-47;42;57
498;27;-16;-47;30;57
498;28;-8;-47;22;57
498;29;-8;-47;22;57
498;30;-9;-47;23;57
498;31;-28;-47;42;57
498;32;-18;-47;31;57
498;33;-27;-47;40;57
498;34;-24;-47;37;57
498;35;-26;-47;39;57
498;36;-11;-47;24;57
498;37;-11;-47;24;57
498;38;-15;-47;28;57
498;39;-27;-47;40;57
498;40;-19;-52;29;61
498;41;-18;-52;28;61
498;42;-10;-52;20;61
498;43;-21;-52;31;61
498;44;-21;-52;31;61
498;45;-20;-52;30;61
498;46;-19;-52;29;61
498;47;-21;-52;31;61
498;48;-9;-50;31;58
498;49;-8;-50;30;58
498;50;-8;-50;30;58
498;51;-8;-50;30;58
498;52;-18;-50;40;58
498;53;-17;-50;39;58
498;54;-12;-50;34;58
498;55;-18;-50;40;58
498;56;-9;-47;42;54
498;57;-9;-47;42;54
498;58;-9;-47;42;54
498;59;-9;-47;42;54
498;60;-9;-47;42;54
498;61;-9;-47;42;54
498;62;-9;-47;42;54
498;63;-9;-47;42;54
499;0;-95;-138;197;203
499;1;-95;-138;197;203
499;2;-95;-138;197;203
499;3;-95;-138;197;203
499;4;-95;-138;197;203
499;5;-95;-138;197;203
499;6;-95;-138;197;203
499;7;-96;-138;198;203
499;8;-119;-145;234;195
499;9;-119;-145;234;195
499;10;-120;-145;235;195
499;11;-119;-145;234;195
499;12;-119;-145;234;195
499;13;-120;-145;235;195
499;14;-119;-145;234;195
499;15;-120;-145;235;195
499;16;-94;-132;194;182
499;17;-94;-132;194;182
499;18;-94;-132;194;182
499;19;-94;-132;194;182
499;20;-94;-132;194;182
499;21;-94;-132;194;182
499;22;-94;-132;194;182
499;23;-94;-132;194;182
499;24;-74;-126;196;186
499;25;-73;-126;195;186
499;26;-73;-126;195;186
499;27;-74;-126;196;186
499;28;-75;-126;197;186
499;29;-77;-126;199;186
499;30;-74;-126;196;186
499;31;-77;-126;199;186
499;32;-79;-133;180;180
499;33;-79;-133;180;180
499;34;-78;-133;179;180
499;35;-79;-133;180;180
499;36;-79;-133;180;180
499;37;-79;-133;180;180
499;38;-79;-133;180;180
499;39;-79;-133;180;180
499;40;-100;-145;222;190
499;41;-100;-145;222;190
499;42;-100;-145;222;190
499;43;-100;-145;222;190
499;44;-100;-145;222;190
499;45;-100;-145;222;190
499;46;-100;-145;222;190
499;47;-100;-145;222;190
499;48;-76;-139;177;205
499;49;-76;-139;177;205
499;50;-77;-139;178;205
499;51;-76;-139;177;205
499;52;-76;-139;177;205
499;53;-75;-139;176;205
499;54;-76;-139;177;205
499;55;-77;-139;178;205
499;56;-71;-145;195;225
499;57;-73;-145;197;225
499;58;-75;-145;199;225
499;59;-73;-145;197;225
499;60;-70;-145;194;225
499;61;-70;-145;194;225
499;62;-70;-145;194;225
499;63;-75;-145;199;225
500;0;-37;-49;79;73
500;1;-37;-49;79;73
500;2;-37;-49;79;73
500;3;-37;-49;79;73
500;4;-37;-49;79;73
500;5;-37;-49;79;73
500;6;-37;-49;79;73
500;7;-37;-49;79;73
500;8;-31;-38;82;53
500;9;-31;-38;82;53
500;10;-31;-38;82;53
500;11;-31;-38;82;53
500;12;-31;-38;82;53
500;13;-31;-38;82;53
500;14;-31;-38;82;53
500;15;-31;-38;82;53
500;16;-36;-38;79;56
500;17;-36;-38;79;56
500;18;-36;-38;79;56
500;19;-36;-38;79;56
500;20;-36;-38;79;56
500;21;-36;-38;79;56
500;22;-36;-38;79;56
500;23;-36;-38;79;56
500;24;-24;-43;58;56
500;25;-24;-43;58;56
500;26;-24;-43;58;56
500;27;-24;-43;58;56
500;28;-24;-43;58;56
500;29;-24;-43;58;56
500;30;-24;-43;58;56
500;31;-24;-43;58;56
500;32;-31;-38;77;57
500;33;-31;-38;77;57
500;34;-30;-38;76;57
500;35;-30;-38;76;57
500;36;-31;-38;77;57
500;37;-31;-38;77;57
500;38;-31;-38;77;57
500;39;-31;-38;77;57
500;40;-32;-36;78;52
500;41;-32;-36;78;52
500;42;-32;-36;78;52
500;43;-32;-36;78;52
500;44;-32;-36;78;52
500;45;-32;-36;78;52
500;46;-32;-36;78;52
500;47;-32;-36;78;52
500;48;-31;-48;77;72
500;49;-31;-48;77;72
500;50;-31;-48;77;72
500;51;-31;-48;77;72
500;52;-31;-48;77;72
500;53;-31;-48;77;72
500;54;-31;-48;77;72
500;55;-31;-48;77;72
500;56;-25;-53;58;72
500;57;-25;-53;58;72
500;58;-25;-53;58;72
500;59;-25;-53;58;72
500;60;-25;-53;58;72
500;61;-25;-53;58;72
500;62;-25;-53;58;72
500;63;-25;-53;58;72
501;0;-36;-33;72;58
501;1;-36;-33;72;58
501;2;-36;-33;72;58
501;3;-36;-33;72;58
501;4;-36;-33;72;58
501;5;-36;-33;72;58
501;6;-36;-33;72;58
501;7;-36;-33;72;58
501;8;-29;-32;67;51
501;9;-28;-32;66;51
501;10;-28;-32;66;51
501;11;-28;-32;66;51
501;12;-29;-32;67;51
501;13;-28;-32;66;51
501;14;-28;-32;66;51
501;15;-29;-32;67;51
501;16;-35;-27;71;50
501;17;-35;-27;71;50
501;18;-35;-27;71;50
501;19;-35;-27;71;50
501;20;-35;-27;71;50
501;21;-35;-27;71;50
501;22;-35;-27;71;50
501;23;-35;-27;71;50
501;24;-27;-25;64;44
501;25;-27;-25;64;44
501;26;-27;-25;64;44
501;27;-27;-25;64;44
501;28;-27;-25;64;44
501;29;-27;-25;64;44
501;30;-27;-25;64;44
501;31;-27;-25;64;44
501;32;-33;-27;72;50
501;33;-33;-27;72;50
501;34;-33;-27;72;50
501;35;-33;-27;72;50
501;36;-33;-27;72;50
501;37;-33;-27;72;50
501;38;-33;-27;72;50
501;39;-33;-27;72;50
501;40;-28;-32;61;52
501;41;-28;-32;61;52
501;42;-28;-32;61;52
501;43;-28;-32;61;52
501;44;-28;-32;61;52
501;45;-28;-32;61;52
501;46;-28;-32;61;52
501;47;-28;-32;61;52
501;48;-33;-33;71;58
501;49;-33;-33;71;58
501;50;-33;-33;71;58
501;51;-33;-33;71;58
501;52;-33;-33;71;58
501;53;-33;-33;71;58
501;54;-33;-33;71;58
501;55;-33;-33;71;58
501;56;-29;-36;65;57
501;57;-29;-36;65;57
501;58;-29;-36;65;57
501;59;-29;-36;65;57
501;60;-29;-36;65;57
501;61;-29;-36;65;57
501;62;-29;-36;65;57
501;63;-29;-36;65;57
502;0;-79;-157;186;210
502;1;-78;-157;185;210
502;2;-79;-157;186;210
502;3;-81;-157;188;210
502;4;-82;-157;189;210
502;5;-82;-157;189;210
502;6;-81;-157;188;210
502;7;-82;-157;189;210
502;8;-112;-160;237;200
502;9;-111;-160;236;200
502;10;-112;-160;237;200
502;11;-112;-160;237;200
502;12;-112;-160;237;200
502;13;-112;-160;237;200
502;14;-112;-160;237;200
502;15;-112;-160;237;200
502;16;-81;-203;190;259
502;17;-82;-203;191;259
502;18;-81;-203;190;259
502;19;-79;-203;188;259
502;20;-78;-203;187;259
502;21;-78;-203;187;259
502;22;-79;-203;188;259
502;23;-82;-203;191;259
502;24;-51;-219;127;283
502;25;-51;-219;127;283
502;26;-51;-219;127;283
502;27;-52;-219;128;283
502;28;-53;-219;129;283
502;29;-52;-219;128;283
502;30;-52;-219;128;283
502;31;-53;-219;129;283
502;32;-76;-203;229;256
502;33;-76;-203;229;256
502;34;-76;-203;229;256
502;35;-77;-203;230;256
502;36;-77;-203;230;256
502;37;-77;-203;230;256
502;38;-77;-203;230;256
502;39;-77;-203;230;256
502;40;-96;-161;278;201
502;41;-96;-161;278;201
502;42;-96;-161;278;201
502;43;-96;-161;278;201
502;44;-96;-161;278;201
502;45;-96;-161;278;201
502;46;-96;-161;278;201
502;47;-96;-161;278;201
502;48;-77;-157;229;210
502;49;-77;-157;229;210
502;50;-77;-157;229;210
502;51;-76;-157;228;210
502;52;-76;-157;228;210
502;53;-76;-157;228;210
502;54;-76;-157;228;210
502;55;-77;-157;229;210
502;56;-52;-166;128;227
502;57;-53;-166;129;227
502;58;-52;-166;128;227
502;59;-51;-166;127;227
502;60;-50;-166;126;227
502;61;-51;-166;127;227
502;62;-51;-166;127;227
502;63;-53;-166;129;227
503;0;-36;-35;76;60
503;1;-36;-35;76;60
503;2;-36;-35;76;60
503;3;-36;-35;76;60
503;4;-36;-35;76;60
503;5;-35;-35;75;60
503;6;-34;-35;74;60
503;7;-35;-35;75;60
503;8;-35;-35;75;60
503;9;-35;-35;75;60
503;10;-35;-35;75;60
503;11;-35;-35;75;60
503;12;-35;-35;75;60
503;13;-36;-35;76;60
503;14;-36;-35;76;60
503;15;-36;-35;76;60
503;16;-28;-34;70;53
503;17;-29;-34;71;53
503;18;-29;-34;71;53
503;19;-29;-34;71;53
503;20;-29;-34;71;53
503;21;-28;-34;70;53
503;22;-27;-34;69;53
503;23;-27;-34;69;53
503;24;-27;-34;69;53
503;25;-27;-34;69;53
503;26;-27;-34;69;53
503;27;-28;-34;70;53
503;28;-28;-34;70;53
503;29;-28;-34;70;53
503;30;-28;-34;70;53
503;31;-29;-34;71;53
503;32;-35;-27;77;51
503;33;-35;-27;77;51
503;34;-35;-27;77;51
503;35;-35;-27;77;51
503;36;-35;-27;77;51
503;37;-35;-27;77;51
503;38;-34;-27;76;51
503;39;-34;-27;76;51
503;40;-34;-27;76;51
503;41;-34;-27;76;51
503;42;-34;-27;76;51
503;43;-35;-27;77;51
503;44;-35;-27;77;51
503;45;-35;-27;77;51
503;46;-35;-27;77;51
503;47;-35;-27;77;51
503;48;-27;-25;68;45
503;49;-25;-25;66;45
503;50;-25;-25;66;45
503;51;-25;-25;66;45
503;52;-25;-25;66;45
503;53;-27;-25;68;45
503;54;-31;-25;72;45
503;55;-31;-25;72;45
503;56;-31;-25;72;45
503;57;-30;-25;71;45
503;58;-30;-25;71;45
503;59;-29;-25;70;45
503;60;-29;-25;70;45
503;61;-28;-25;69;45
503;62;-28;-25;69;45
503;63;-31;-25;72;45
503;64;-33;-26;72;50
503;65;-33;-26;72;50
503;66;-32;-26;71;50
503;67;-32;-26;71;50
503;68;-32;-26;71;50
503;69;-33;-26;72;50
503;70;-34;-26;73;50
503;71;-34;-26;73;50
503;72;-34;-26;73;50
503;73;-33;-26;72;50
503;74;-33;-26;72;50
503;75;-33;-26;72;50
503;76;-33;-26;72;50
503;77;-33;-26;72;50
503;78;-33;-26;72;50
503;79;-34;-26;73;50
503;80;-28;-34;61;54
503;81;-28;-34;61;54
503;82;-28;-34;61;54
503;83;-27;-34;60;54
503;84;-27;-34;60;54
503;85;-32;-34;65;54
503;86;-30;-34;63;54
503;87;-30;-34;63;54
503;88;-29;-34;62;54
503;89;-29;-34;62;54
503;90;-29;-34;62;54
503;91;-29;-34;62;54
503;92;-28;-34;61;54
503;93;-28;-34;61;54
503;94;-28;-34;61;54
503;95;-32;-34;65;54
503;96;-33;-34;71;59
503;97;-33;-34;71;59
503;98;-33;-34;71;59
503;99;-33;-34;71;59
503;100;-33;-34;71;59
503;101;-34;-34;72;59
503;102;-35;-34;73;59
503;103;-34;-34;72;59
503;104;-34;-34;72;59
503;105;-34;-34;72;59
503;106;-34;-34;72;59
503;107;-34;-34;72;59
503;108;-34;-34;72;59
503;109;-33;-34;71;59
503;110;-33;-34;71;59
503;111;-35;-34;73;59
503;112;-28;-37;67;58
503;113;-27;-37;66;58
503;114;-26;-37;65;58
503;115;-26;-37;65;58
503;116;-26;-37;65;58
503;117;-29;-37;68;58
503;118;-33;-37;72;58
503;119;-32;-37;71;58
503;120;-32;-37;71;58
503;121;-32;-37;71;58
503;122;-31;-37;70;58
503;123;-31;-37;70;58
503;124;-30;-37;69;58
503;125;-30;-37;69;58
503;126;-29;-37;68;58
503;127;-33;-37;72;58
504;0;-8;-47;31;58
504;1;-7;-47;30;58
504;2;-8;-47;31;58
504;3;-9;-47;32;58
504;4;-8;-47;31;58
504;5;-7;-47;30;58
504;6;-8;-47;31;58
504;7;-11;-47;34;58
504;8;-9;-46;32;55
504;9;-5;-46;28;55
504;10;-9;-46;32;55
504;11;-11;-46;34;55
504;12;-9;-46;32;55
504;13;-4;-46;27;55
504;14;-8;-46;31;55
504;15;-11;-46;34;55
504;16;-9;-46;23;59
504;17;-8;-46;22;59
504;18;-9;-46;23;59
504;19;-10;-46;24;59
504;20;-9;-46;23;59
504;21;-8;-46;22;59
504;22;-9;-46;23;59
504;23;-10;-46;24;59
504;24;-10;-46;24;59
504;25;-9;-46;23;59
504;26;-10;-46;24;59
504;27;-10;-46;24;59
504;28;-10;-46;24;59
504;29;-9;-46;23;59
504;30;-10;-46;24;59
504;31;-11;-46;25;59
504;32;-18;-46;31;59
504;33;-19;-46;32;59
504;34;-19;-46;32;59
504;35;-19;-46;32;59
504;36;-19;-46;32;59
504;37;-19;-46;32;59
504;38;-18;-46;31;59
504;39;-19;-46;32;59
504;40;-15;-47;26;56
504;41;-17;-47;28;56
504;42;-19;-47;30;56
504;43;-20;-47;31;56
504;44;-19;-47;30;56
504;45;-17;-47;28;56
504;46;-15;-47;26;56
504;47;-20;-47;31;56
504;48;-8;-47;22;58
504;49;-8;-47;22;58
504;50;-11;-47;25;58
504;51;-13;-47;27;58
504;52;-11;-47;25;58
504;53;-7;-47;21;58
504;54;-8;-47;22;58
504;55;-13;-47;27;58
504;56;-9;-47;23;59
504;57;-9;-47;23;59
504;58;-10;-47;24;59
504;59;-10;-47;24;59
504;60;-10;-47;24;59
504;61;-9;-47;23;59
504;62;-9;-47;23;59
504;63;-10;-47;24;59
505;0;-21;-30;52;48
505;1;-21;-30;52;48
505;2;-21;-30;52;48
505;3;-21;-30;52;48
505;4;-21;-30;52;48
505;5;-21;-30;52;48
505;6;-21;-30;52;48
505;7;-29;-23;65;37
505;8;-29;-23;65;37
505;9;-29;-23;65;37
505;10;-29;-23;65;37
505;11;-29;-23;65;37
505;12;-29;-23;65;37
505;13;-29;-23;65;37
505;14;-20;-24;51;42
505;15;-20;-24;51;42
505;16;-20;-24;51;42
505;17;-20;-24;51;42
505;18;-20;-24;51;42
505;19;-20;-24;51;42
505;20;-20;-24;51;42
505;21;-6;-28;24;47
505;22;-6;-28;24;47
505;23;-6;-28;24;47
505;24;-6;-28;24;47
505;25;-6;-28;24;47
505;26;-6;-28;24;47
505;27;-7;-28;25;47
505;28;-20;-24;49;42
505;29;-21;-24;50;42
505;30;-22;-24;51;42
505;31;-23;-24;52;42
505;32;-18;-24;47;42
505;33;-17;-24;46;42
505;34;-23;-24;52;42
505;35;-28;-23;65;37
505;36;-28;-23;65;37
505;37;-28;-23;65;37
505;38;-28;-23;65;37
505;39;-28;-23;65;37
505;40;-28;-23;65;37
505;41;-28;-23;65;37
505;42;-20;-30;49;48
505;43;-19;-30;48;48
505;44;-17;-30;46;48
505;45;-17;-30;46;48
505;46;-22;-30;51;48
505;47;-23;-30;52;48
505;48;-24;-30;53;48
505;49;-6;-32;22;51
505;50;-6;-32;22;51
505;51;-6;-32;22;51
505;52;-6;-32;22;51
505;53;-6;-32;22;51
505;54;-7;-32;23;51
505;55;-8;-32;24;51
506;0;-28;-36;68;64
506;1;-37;-33;75;55
506;2;-37;-33;74;57
506;3;-30;-36;69;60
506;4;-33;-36;71;59
506;5;-32;-34;76;57
506;6;-31;-35;75;56
506;7;-31;-36;72;64
507;0;-87;-164;227;283
507;1;-90;-164;230;283
507;2;-98;-164;238;283
507;3;-110;-164;250;283
507;4;-125;-164;265;283
507;5;-141;-164;281;283
507;6;-157;-164;297;283
507;7;-171;-164;311;283
507;8;-182;-164;322;283
507;9;-191;-164;331;283
507;10;-195;-164;335;283
507;11;-159;-164;299;283
507;12;-81;-164;221;283
507;13;-2;-164;142;283
507;14;35;-164;105;283
507;15;-195;-164;335;283
507;16;-124;-187;250;308
507;17;-125;-187;251;308
507;18;-128;-187;254;308
507;19;-132;-187;258;308
507;20;-136;-187;262;308
507;21;-140;-187;266;308
507;22;-143;-187;269;308
507;23;-145;-187;271;308
507;24;-145;-187;271;308
507;25;-143;-187;269;308
507;26;-139;-187;265;308
507;27;-117;-187;243;308
507;28;-72;-187;198;308
507;29;-14;-187;140;308
507;30;10;-187;116;308
507;31;-145;-187;271;308
507;32;-89;-211;193;284
507;33;-87;-211;191;284
507;34;-83;-211;187;284
507;35;-79;-211;183;284
507;36;-93;-211;197;284
507;37;-114;-211;218;284
507;38;-135;-211;239;284
507;39;-154;-211;258;284
507;40;-170;-211;274;284
507;41;-182;-211;286;284
507;42;-189;-211;293;284
507;43;-185;-211;289;284
507;44;-119;-211;223;284
507;45;-53;-211;157;284
507;46;-23;-211;127;284
507;47;-189;-211;293;284
507;48;-28;-223;174;287
507;49;-28;-223;174;287
507;50;-28;-223;174;287
507;51;-34;-223;180;287
507;52;-56;-223;202;287
507;53;-81;-223;227;287
507;54;-107;-223;253;287
507;55;-132;-223;278;287
507;56;-154;-223;300;287
507;57;-173;-223;319;287
507;58;-186;-223;332;287
507;59;-192;-223;338;287
507;60;-136;-223;282;287
507;61;-70;-223;216;287
507;62;-43;-223;189;287
507;63;-192;-223;338;287
507;64;-78;-227;290;285
507;65;-78;-227;290;285
507;66;-78;-227;290;285
507;67;-78;-227;290;285
507;68;-77;-227;289;285
507;69;-77;-227;289;285
507;70;-76;-227;288;285
507;71;-75;-227;287;285
507;72;-77;-227;289;285
507;73;-86;-227;298;285
507;74;-95;-227;307;285
507;75;-124;-227;336;285
507;76;-102;-227;314;285
507;77;-66;-227;278;285
507;78;-65;-227;277;285
507;79;-124;-227;336;285
507;80;-109;-209;305;295
507;81;-109;-209;305;295
507;82;-109;-209;305;295
507;83;-109;-209;305;295
507;84;-108;-209;304;295
507;85;-107;-209;303;295
507;86;-107;-209;303;295
507;87;-105;-209;301;295
507;88;-104;-209;300;295
507;89;-102;-209;298;295
507;90;-100;-209;296;295
507;91;-98;-209;294;295
507;92;-95;-209;291;295
507;93;-93;-209;289;295
507;94;-91;-209;287;295
507;95;-109;-209;305;295
507;96;-77;-168;290;286
507;97;-77;-168;290;286
507;98;-77;-168;290;286
507;99;-77;-168;290;286
507;100;-76;-168;289;286
507;101;-76;-168;289;286
507;102;-75;-168;288;286
507;103;-74;-168;287;286
507;104;-74;-168;287;286
507;105;-72;-168;285;286
507;106;-71;-168;284;286
507;107;-69;-168;282;286
507;108;-67;-168;280;286
507;109;-66;-168;279;286
507;110;-64;-168;277;286
507;111;-77;-168;290;286
507;112;-27;-172;237;256
507;113;-27;-172;237;256
507;114;-27;-172;237;256
507;115;-27;-172;237;256
507;116;-40;-172;250;256
507;117;-59;-172;269;256
507;118;-79;-172;289;256
507;119;-97;-172;307;256
507;120;-114;-172;324;256
507;121;-128;-172;338;256
507;122;-138;-172;348;256
507;123;-115;-172;325;256
507;124;-41;-172;251;256
507;125;-2;-172;212;256
507;126;0;-172;210;256
507;127;-138;-172;348;256
508;0;-28;-77;88;107
508;1;-29;-77;89;107
508;2;-27;-77;87;107
508;3;-30;-77;90;107
508;4;-20;-77;80;107
508;5;-23;-77;83;107
508;6;-39;-77;99;107
508;7;-43;-77;103;107
508;8;-44;-77;104;107
508;9;-26;-81;63;105
508;10;-26;-81;63;105
508;11;-27;-81;64;105
508;12;-27;-81;64;105
508;13;-28;-81;65;105
508;14;-29;-81;66;105
508;15;-29;-81;66;105
508;16;-31;-81;68;105
508;17;-31;-81;68;105
508;18;-28;-71;88;86
508;19;-29;-71;89;86
508;20;-27;-71;87;86
508;21;-30;-71;90;86
508;22;-20;-71;80;86
508;23;-23;-71;83;86
508;24;-37;-71;97;86
508;25;-42;-71;102;86
508;26;-44;-71;104;86
508;27;-45;-57;111;73
508;28;-47;-57;113;73
508;29;-43;-57;109;73
508;30;-48;-57;114;73
508;31;-22;-57;88;73
508;32;-25;-57;91;73
508;33;-29;-57;95;73
508;34;-33;-57;99;73
508;35;-48;-57;114;73
508;36;-39;-71;88;86
508;37;-40;-71;89;86
508;38;-38;-71;87;86
508;39;-41;-71;90;86
508;40;-23;-71;72;86
508;41;-21;-71;70;86
508;42;-20;-71;69;86
508;43;-20;-71;69;86
508;44;-41;-71;90;86
508;45;-19;-80;55;105
508;46;-19;-80;55;105
508;47;-19;-80;55;105
508;48;-19;-80;55;105
508;49;-19;-80;55;105
508;50;-20;-80;56;105
508;51;-21;-80;57;105
508;52;-21;-80;57;105
508;53;-21;-80;57;105
508;54;-39;-77;87;108
508;55;-41;-77;89;108
508;56;-38;-77;86;108
508;57;-41;-77;89;108
508;58;-24;-77;72;108
508;59;-21;-77;69;108
508;60;-19;-77;67;108
508;61;-19;-77;67;108
508;62;-41;-77;89;108
508;63;-45;-66;110;90
508;64;-47;-66;112;90
508;65;-44;-66;109;90
508;66;-48;-66;113;90
508;67;-22;-66;87;90
508;68;-25;-66;90;90
508;69;-29;-66;94;90
508;70;-33;-66;98;90
508;71;-48;-66;113;90
509;0;-139;-152;247;202
509;1;-159;-126;308;147
509;2;-159;-157;305;186
509;3;-122;-178;211;215
509;4;-116;-176;247;213
509;5;-157;-146;308;173
509;6;-154;-134;305;163
509;7;-97;-153;211;205
510;0;-26;-35;69;58
510;1;-26;-35;69;58
510;2;-26;-35;69;58
510;3;-26;-35;69;58
510;4;-26;-35;69;58
510;5;-26;-35;69;58
510;6;-26;-35;69;58
510;7;-26;-35;69;58
510;8;-26;-35;69;58
510;9;-25;-35;68;58
510;10;-25;-35;68;58
510;11;-25;-35;68;58
510;12;-25;-35;68;58
510;13;-25;-35;68;58
510;14;-26;-35;69;58
510;15;-26;-35;69;58
510;16;-37;-36;75;58
510;17;-37;-36;75;58
510;18;-37;-36;75;58
510;19;-37;-36;75;58
510;20;-37;-36;75;58
510;21;-37;-36;75;58
510;22;-37;-36;75;58
510;23;-37;-36;75;58
510;24;-37;-36;75;58
510;25;-36;-36;74;58
510;26;-36;-36;74;58
510;27;-36;-36;74;58
510;28;-36;-36;74;58
510;29;-36;-36;74;58
510;30;-37;-36;75;58
510;31;-37;-36;75;58
510;32;-28;-30;69;55
510;33;-28;-30;69;55
510;34;-28;-30;69;55
510;35;-28;-30;69;55
510;36;-28;-30;69;55
510;37;-28;-30;69;55
510;38;-28;-30;69;55
510;39;-28;-30;69;55
510;40;-28;-30;69;55
510;41;-27;-30;68;55
510;42;-27;-30;68;55
510;43;-27;-30;68;55
510;44;-27;-30;68;55
510;45;-27;-30;68;55
510;46;-28;-30;69;55
510;47;-28;-30;69;55
510;48;-30;-36;74;55
510;49;-30;-36;74;55
510;50;-30;-36;74;55
510;51;-30;-36;74;55
510;52;-28;-36;72;55
510;53;-28;-36;72;55
510;54;-28;-36;72;55
510;55;-28;-36;72;55
510;56;-28;-36;72;55
510;57;-29;-36;73;55
510;58;-35;-36;79;55
510;59;-34;-36;78;55
510;60;-33;-36;77;55
510;61;-32;-36;76;55
510;62;-31;-36;75;55
510;63;-35;-36;79;55
510;64;-33;-31;68;55
510;65;-33;-31;68;55
510;66;-33;-31;68;55
510;67;-33;-31;68;55
510;68;-33;-31;68;55
510;69;-33;-31;68;55
510;70;-33;-31;68;55
510;71;-33;-31;68;55
510;72;-33;-31;68;55
510;73;-33;-31;68;55
510;74;-34;-31;69;55
510;75;-34;-31;69;55
510;76;-34;-31;69;55
510;77;-33;-31;68;55
510;78;-33;-31;68;55
510;79;-34;-31;69;55
510;80;-25;-37;69;57
510;81;-25;-37;69;57
510;82;-25;-37;69;57
510;83;-25;-37;69;57
510;84;-25;-37;69;57
510;85;-25;-37;69;57
510;86;-25;-37;69;57
510;87;-25;-37;69;57
510;88;-25;-37;69;57
510;89;-26;-37;70;57
510;90;-27;-37;71;57
510;91;-27;-37;71;57
510;92;-27;-37;71;57
510;93;-26;-37;70;57
510;94;-25;-37;69;57
510;95;-27;-37;71;57
510;96;-31;-36;67;57
510;97;-31;-36;67;57
510;98;-31;-36;67;57
510;99;-31;-36;67;57
510;100;-31;-36;67;57
510;101;-31;-36;67;57
510;102;-31;-36;67;57
510;103;-31;-36;67;57
510;104;-31;-36;67;57
510;105;-32;-36;68;57
510;106;-32;-36;68;57
510;107;-32;-36;68;57
510;108;-32;-36;68;57
510;109;-32;-36;68;57
510;110;-31;-36;67;57
510;111;-32;-36;68;57
510;112;-28;-37;74;67
510;113;-28;-37;74;67
510;114;-28;-37;74;67
510;115;-28;-37;74;67
510;116;-26;-37;72;67
510;117;-25;-37;71;67
510;118;-25;-37;71;67
510;119;-25;-37;71;67
510;120;-25;-37;71;67
510;121;-28;-37;74;67
510;122;-33;-37;79;67
510;123;-33;-37;79;67
510;124;-32;-37;78;67
510;125;-30;-37;76;67
510;126;-29;-37;75;67
510;127;-33;-37;79;67
511;0;-79;-154;180;276
511;1;-76;-154;177;276
511;2;-74;-154;175;276
511;3;-70;-154;171;276
511;4;-65;-154;166;276
511;5;-61;-154;162;276
511;6;-64;-154;165;276
511;7;-62;-154;163;276
511;8;-51;-154;152;276
511;9;-50;-154;151;276
511;10;-64;-154;165;276
511;11;-69;-154;170;276
511;12;-79;-154;180;276
511;13;-113;-158;236;261
511;14;-118;-158;241;261
511;15;-128;-158;251;261
511;16;-140;-158;263;261
511;17;-150;-158;273;261
511;18;-157;-158;280;261
511;19;-157;-158;280;261
511;20;-151;-158;274;261
511;21;-141;-158;264;261
511;22;-129;-158;252;261
511;23;-127;-158;250;261
511;24;-156;-158;279;261
511;25;-176;-158;299;261
511;26;-83;-200;188;253
511;27;-93;-200;198;253
511;28;-110;-200;215;253
511;29;-130;-200;235;253
511;30;-152;-200;257;253
511;31;-171;-200;276;253
511;32;-185;-200;290;253
511;33;-195;-200;300;253
511;34;-199;-200;304;253
511;35;-200;-200;305;253
511;36;-198;-200;303;253
511;37;-155;-200;260;253
511;38;-200;-200;305;253
511;39;-52;-219;123;282
511;40;-52;-219;123;282
511;41;-52;-219;123;282
511;42;-52;-219;123;282
511;43;-67;-219;138;282
511;44;-88;-219;159;282
511;45;-108;-219;179;282
511;46;-127;-219;198;282
511;47;-144;-219;215;282
511;48;-157;-219;228;282
511;49;-165;-219;236;282
511;50;-140;-219;211;282
511;51;-165;-219;236;282
511;52;-77;-206;224;261
511;53;-77;-206;224;261
511;54;-77;-206;224;261
511;55;-78;-206;225;261
511;56;-78;-206;225;261
511;57;-78;-206;225;261
511;58;-78;-206;225;261
511;59;-77;-206;224;261
511;60;-77;-206;224;261
511;61;-77;-206;224;261
511;62;-77;-206;224;261
511;63;-67;-206;214;261
511;64;-78;-206;225;261
511;65;-96;-162;297;203
511;66;-96;-162;297;203
511;67;-97;-162;298;203
511;68;-97;-162;298;203
511;69;-97;-162;298;203
