Id;Name;File_Name;AnimCount;LT_size;RT_size;prpNaNoze;prpNaVode;prpLT;prpRT;prpPruchozi;prpStrom;prpBudova;FireAddDohled;Budova_DoorLT;Budova_DoorRT;AddAnim_Id;AddAnim_X;AddAnim_Y;KreslitTyp;KreslitLvl;SizeProc;IdModel;Vysky
461;Mece-x-03;IMAGE\OBJECT\INTERIER\NA_ZDI_ZBRANE\MECE-X-03_X*.PNG;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;100;0;0x14
463;Mapa03;IMAGE\OBJECT\INTERIER\NA_ZDI\MAPA03_X*.PNG;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;80;0;0x14C5
464;Mapa02-;IMAGE\OBJECT\INTERIER\NA_ZDI\MAPA02-_X*.PNG;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;80;0;0x1402
465;Obraz01;IMAGE\OBJECT\INTERIER\NA_ZDI_OBRAZY\OBRAZ01_X*.PNG;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;80;0;0x14C5
466;Mapa04-;IMAGE\OBJECT\INTERIER\NA_ZDI\MAPA04-_X*.PNG;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2;90;0;0x1402
467;Mapa02;IMAGE\OBJECT\INTERIER\NA_ZDI\MAPA02_X*.PNG;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;80;0;0x14C5
468;Obraz02-;IMAGE\OBJECT\INTERIER\NA_ZDI_OBRAZY\OBRAZ02-_X*.PNG;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2;70;0;0x1402
470;Para-zed01;IMAGE\OBJECT\ZZ_DALSI\PARA-ZED01_X*.PNG;8;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2;100;0;0x
471;Bomba;IMAGE\OBJECT\_ADDANIM\STRELY\BOMBA_X*.PNG;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;100;0;0x
472;Para-zed02;IMAGE\OBJECT\ZZ_DALSI\PARA-ZED02_X*.PNG;8;1;1;0;0;0;1;1;0;0;0;0;0;0;0;0;2;2;100;0;0x
473;Svetlusky;IMAGE\OBJECT\_ADDANIM\BUDOVY\SVETLUSKY-ELF_X*.PNG;32;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
474;Kour 2;IMAGE\OBJECT\_ADDANIM\KOURE\02-KOUR_X*.PNG;30;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
475;Kour 6;IMAGE\OBJECT\_ADDANIM\KOURE\06-KOUR_X*.PNG;30;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
476;Kour 5;IMAGE\OBJECT\_ADDANIM\KOURE\05-KOUR_X*.PNG;30;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
477;mlha;IMAGE\OBJECT\_ADDANIM\BUDOVY\MAG-VEZ_X*.PNG;32;1;1;0;0;0;0;1;0;0;0;0;2;0;0;0;1;2;100;0;0x
478;vlajka Kasarna;IMAGE\OBJECT\_ADDANIM\BUDOVY\VLAJKA-KASARNA_X*.PNG;32;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;100;0;0x
479;Kour 3;IMAGE\OBJECT\_ADDANIM\KOURE\03-KOUR_X*.PNG;30;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;1;2;100;0;0x
480;Ohen na pristavu;IMAGE\OBJECT\_ADDANIM\OHNE\OHEN-PRISTAV-HUMAN_X*.PNG;32;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
481;Kour 1;IMAGE\OBJECT\_ADDANIM\KOURE\01-KOUR_X*.PNG;30;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
482;Kour 4;IMAGE\OBJECT\_ADDANIM\KOURE\04-KOUR_X*.PNG;30;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
483;Kour 7;IMAGE\OBJECT\_ADDANIM\KOURE\07-KOUR_X*.PNG;30;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;100;0;0x
484;Krouzkova+Mec_postoj;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC\POSTOJ_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
485;Vlk_chuze;IMAGE\OBJECT\_UNIT_\#ANIMAL\VLK\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
486;Kozena+Mec_utok;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
487;Platova+Mec+Stit_kouzlo;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC+STIT\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
488;Kistlivec+Luk_chuze;IMAGE\OBJECT\_UNIT_\#MAGIC\KISTLIVEC+LUK\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
489;Pochoden;IMAGE\OBJECT\INTERIER\NA_ZDI\POCHODEN_X*.PNG;32;1;1;0;0;0;0;1;0;0;5;0;0;0;0;0;2;2;100;0;0x
490;Lod elf_smrt;IMAGE\OBJECT\_UNIT_\#SHIP\LOD ELF\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
491;Pavouk_postoj;IMAGE\OBJECT\_UNIT_\#ANIMAL\PAVOUK\POSTOJ_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
492;Kistlivec+Luk_postoj;IMAGE\OBJECT\_UNIT_\#MAGIC\KISTLIVEC+LUK\POSTOJ_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
493;Katapult2_utok;IMAGE\OBJECT\_UNIT_\#MACHINE\KATAPULT2\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
494;Platova+Mec_postoj;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC\POSTOJ_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
495;Platova+Mec_kouzlo;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
496;Krouzkova+Mec+Stit_smrt;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC+STIT\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
497;Vzducholod_utok;IMAGE\OBJECT\_UNIT_\#MACHINE\VZDUCHOLOD\UTOK_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
498;Kozena+Mec_kouzlo;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
499;Lod elf_kouzlo;IMAGE\OBJECT\_UNIT_\#SHIP\LOD ELF\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
500;Katapult2_chuze;IMAGE\OBJECT\_UNIT_\#MACHINE\KATAPULT2\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
501;Balista_chuze;IMAGE\OBJECT\_UNIT_\#MACHINE\BALISTA\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
502;Lod-barbar_kouzlo;IMAGE\OBJECT\_UNIT_\#SHIP\LOD-BARBAR\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
503;Balista_utok;IMAGE\OBJECT\_UNIT_\#MACHINE\BALISTA\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
504;Kozena+Mec_chuze;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
505;Vlk_postoj;IMAGE\OBJECT\_UNIT_\#ANIMAL\VLK\POSTOJ_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
506;Balista-H_postoj;IMAGE\OBJECT\_UNIT_\#MACHINE\BALISTA-H\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
507;Lod2_smrt;IMAGE\OBJECT\_UNIT_\#SHIP\LOD2\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
508;Vosa_smrt;IMAGE\OBJECT\_UNIT_\#ANIMAL\VOSA\SMRT_X*.PNG;72;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
509;Vzducholod_postoj;IMAGE\OBJECT\_UNIT_\#MACHINE\VZDUCHOLOD\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
510;Balista-H_utok;IMAGE\OBJECT\_UNIT_\#MACHINE\BALISTA-H\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
511;Lod-barbar_smrt;IMAGE\OBJECT\_UNIT_\#SHIP\LOD-BARBAR\SMRT_X*.PNG;104;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
512;Vzducholod_chuze;IMAGE\OBJECT\_UNIT_\#MACHINE\VZDUCHOLOD\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
513;Balista_smrt;IMAGE\OBJECT\_UNIT_\#MACHINE\BALISTA\SMRT_X*.PNG;152;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
514;Krouzkova+Mec_chuze;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
515;Platova+Mec_smrt;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
516;Krouzkova+Mec_smrt;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
517;Lod-barbar_chuze;IMAGE\OBJECT\_UNIT_\#SHIP\LOD-BARBAR\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
518;Vrtulnik_smrt;IMAGE\OBJECT\_UNIT_\#MACHINE\VRTULNIK\SMRT_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
519;Platova+Mec+Stit_utok;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC+STIT\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
520;Balista_postoj;IMAGE\OBJECT\_UNIT_\#MACHINE\BALISTA\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
521;Vosa_utok;IMAGE\OBJECT\_UNIT_\#ANIMAL\VOSA\UTOK_X*.PNG;104;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
522;Vzducholod_smrt;IMAGE\OBJECT\_UNIT_\#MACHINE\VZDUCHOLOD\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
523;Delo_postoj;IMAGE\OBJECT\_UNIT_\#MACHINE\DELO\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
524;Vosa_postoj;IMAGE\OBJECT\_UNIT_\#ANIMAL\VOSA\POSTOJ_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
525;Lod2_chuze;IMAGE\OBJECT\_UNIT_\#SHIP\LOD2\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
526;Carodej_utok;IMAGE\OBJECT\_UNIT_\CLOVEK_SPEC\CARODEJ\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
527;Delo_chuze;IMAGE\OBJECT\_UNIT_\#MACHINE\DELO\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
528;Krouzkova+Mec+Stit_chuze;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC+STIT\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
529;Katapult2_postoj;IMAGE\OBJECT\_UNIT_\#MACHINE\KATAPULT2\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
530;Vosa_chuze;IMAGE\OBJECT\_UNIT_\#ANIMAL\VOSA\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
531;Carodej_kouzlo;IMAGE\OBJECT\_UNIT_\CLOVEK_SPEC\CARODEJ\KOUZLO_X*.PNG;144;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
532;Kozena+Mec_smrt;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
533;Pochoden02;IMAGE\OBJECT\INTERIER\NA_ZDI\POCHODEN02_X*.PNG;32;1;1;0;0;0;0;1;0;0;5;0;0;0;0;0;2;2;100;0;0x
534;KravaHneda_smrt;IMAGE\OBJECT\_UNIT_\#ANIMAL\KRAVAHNEDA\SMRT_X*.PNG;88;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
535;Vlk_smrt;IMAGE\OBJECT\_UNIT_\#ANIMAL\VLK\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
536;Carodej_postoj;IMAGE\OBJECT\_UNIT_\CLOVEK_SPEC\CARODEJ\POSTOJ_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
537;Pavouk_smrt;IMAGE\OBJECT\_UNIT_\#ANIMAL\PAVOUK\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
538;Kozena+Mec+Stit_postoj;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC+STIT\POSTOJ_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
539;Vrtulnik_postoj;IMAGE\OBJECT\_UNIT_\#MACHINE\VRTULNIK\POSTOJ_X*.PNG;32;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
540;Krouzkova+Mec_utok;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
541;Carodej_smrt;IMAGE\OBJECT\_UNIT_\CLOVEK_SPEC\CARODEJ\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
542;Lod-barbar_postoj;IMAGE\OBJECT\_UNIT_\#SHIP\LOD-BARBAR\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
543;Platova+Mec+Stit_smrt;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC+STIT\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
544;KravaHneda_utok;IMAGE\OBJECT\_UNIT_\#ANIMAL\KRAVAHNEDA\UTOK_X*.PNG;88;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
545;Kozena+Mec_postoj;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC\POSTOJ_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
546;Kozena+Mec+Stit_kouzlo;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC+STIT\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
547;Lod elf_postoj;IMAGE\OBJECT\_UNIT_\#SHIP\LOD ELF\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
548;Delo_utok;IMAGE\OBJECT\_UNIT_\#MACHINE\DELO\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
549;KravaHneda_postoj;IMAGE\OBJECT\_UNIT_\#ANIMAL\KRAVAHNEDA\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
550;KravaHneda_kouzlo;IMAGE\OBJECT\_UNIT_\#ANIMAL\KRAVAHNEDA\KOUZLO_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
551;Vrtulnik_utok;IMAGE\OBJECT\_UNIT_\#MACHINE\VRTULNIK\UTOK_X*.PNG;96;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
552;Platova+Mec_utok;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
553;Kozena+Mec+Stit_utok;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC+STIT\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
554;Pavouk_utok;IMAGE\OBJECT\_UNIT_\#ANIMAL\PAVOUK\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
555;Lod2_postoj;IMAGE\OBJECT\_UNIT_\#SHIP\LOD2\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
556;Medved_smrt;IMAGE\OBJECT\_UNIT_\#ANIMAL\MEDVED\SMRT_X*.PNG;88;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
557;Medved_utok;IMAGE\OBJECT\_UNIT_\#ANIMAL\MEDVED\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
558;Platova+Mec+Stit_postoj;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC+STIT\POSTOJ_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
559;Kistlivec+Luk_utok;IMAGE\OBJECT\_UNIT_\#MAGIC\KISTLIVEC+LUK\UTOK_X*.PNG;136;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
560;Balista-H_chuze;IMAGE\OBJECT\_UNIT_\#MACHINE\BALISTA-H\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
561;Medved_postoj;IMAGE\OBJECT\_UNIT_\#ANIMAL\MEDVED\POSTOJ_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
562;Krouzkova+Mec+Stit_utok;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC+STIT\UTOK_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
563;Krouzkova+Mec+Stit_postoj;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC+STIT\POSTOJ_X*.PNG;56;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
564;Pavouk_chuze;IMAGE\OBJECT\_UNIT_\#ANIMAL\PAVOUK\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
565;KravaHneda_chuze;IMAGE\OBJECT\_UNIT_\#ANIMAL\KRAVAHNEDA\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
566;Kozena+Mec+Stit_smrt;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC+STIT\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
567;Delo_smrt;IMAGE\OBJECT\_UNIT_\#MACHINE\DELO\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
568;Kozena+Mec+Stit_chuze;IMAGE\OBJECT\_UNIT_\CLOVEK\KOZENA+MEC+STIT\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
569;Carodej_chuze;IMAGE\OBJECT\_UNIT_\CLOVEK_SPEC\CARODEJ\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
570;Krouzkova+Mec+Stit_kouzlo;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC+STIT\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
571;Krouzkova+Mec_kouzlo;IMAGE\OBJECT\_UNIT_\CLOVEK\KROUZKOVA+MEC\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
572;Katapult2_smrt;IMAGE\OBJECT\_UNIT_\#MACHINE\KATAPULT2\SMRT_X*.PNG;72;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
573;Vrtulnik_chuze;IMAGE\OBJECT\_UNIT_\#MACHINE\VRTULNIK\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
574;Vlk_utok;IMAGE\OBJECT\_UNIT_\#ANIMAL\VLK\UTOK_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
575;Lod elf_chuze;IMAGE\OBJECT\_UNIT_\#SHIP\LOD ELF\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
576;Kistlivec+Luk_smrt;IMAGE\OBJECT\_UNIT_\#MAGIC\KISTLIVEC+LUK\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
577;Lod2_kouzlo;IMAGE\OBJECT\_UNIT_\#SHIP\LOD2\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
578;Platova+Mec+Stit_chuze;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC+STIT\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
579;Platova+Mec_chuze;IMAGE\OBJECT\_UNIT_\CLOVEK\PLATOVA+MEC\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
580;Medved_chuze;IMAGE\OBJECT\_UNIT_\#ANIMAL\MEDVED\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
581;Balista-H_smrt;IMAGE\OBJECT\_UNIT_\#MACHINE\BALISTA-H\SMRT_X*.PNG;152;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
582;Balon_chuze;IMAGE\OBJECT\_UNIT_\#MACHINE\BALON\CHUZE_X*.PNG;32;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
583;Balon_postoj;IMAGE\OBJECT\_UNIT_\#MACHINE\BALON\POSTOJ_X*.PNG;24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
584;Balon_smrt;IMAGE\OBJECT\_UNIT_\#MACHINE\BALON\SMRT_X*.PNG;16;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
585;Lod_chuze;IMAGE\OBJECT\_UNIT_\#SHIP\LOD\CHUZE_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
586;Lod_smrt;IMAGE\OBJECT\_UNIT_\#SHIP\LOD\SMRT_X*.PNG;128;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
587;Lod_postoj;IMAGE\OBJECT\_UNIT_\#SHIP\LOD\POSTOJ_X*.PNG;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
588;Lod_kouzlo;IMAGE\OBJECT\_UNIT_\#SHIP\LOD\KOUZLO_X*.PNG;64;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
589;item_ZbrojPlatovaC;IMAGE\OBJECT\_ITEM\ZBROJPLATOVACLOVEK_X*.PNG;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;100;0;0x
590;item_ZbrojSupinova;IMAGE\OBJECT\_ITEM\ZBROJSUPINOVA_X*.PNG;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;100;0;0x
591;Lava03;IMAGE\OBJECT\KAMENI\LAVOVE\LAVA03_X*.PNG;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0x
592;Lava01;IMAGE\OBJECT\KAMENI\LAVOVE\LAVA01_X*.PNG;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0x
593;Sloup03;IMAGE\OBJECT\INTERIER\SLOUPY\SLOUP03_X*.PNG;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x14
594;Lava02;IMAGE\OBJECT\KAMENI\LAVOVE\LAVA02_X*.PNG;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0x
595;Koberec-01-;IMAGE\OBJECT\INTERIER\POZEMNI\KOBEREC-01-_X*.PNG;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;100;0;0x
596;Sopka02;IMAGE\OBJECT\KAMENI\LAVOVE\SOPKA02_X*.PNG;32;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x
597;Sloup04;IMAGE\OBJECT\INTERIER\SLOUPY\SLOUP04_X*.PNG;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;0;0x14
